Time,Unix,Fridge,Chest_Freezer,Upright_Freezer,Tumble_Dryer,Washing_Machine,Dishwasher,Computer_Site,Television_Site,Heater,hour,day,weekday,month,total_appliance_load,mean_appliance_load,max_appliance_load,Aggregate_lag1,Aggregate_lag24,Aggregate_roll3,Aggregate_roll24
2013-10-12 01:00:00,0.0,0.6631128238064654,0.0,0.3540342113230393,0.0,0.0,0.0,0.0,0.0,7.700331676589755e-06,0.043478260869565216,0.3666666666666667,0.8333333333333333,0.8181818181818182,0.038133775319273144,0.038133775319273144,0.04248306608130113,0.013453421445653837,0.008692743363448177,0.016021089134641477,0.026171418904800632
2013-10-12 02:00:00,0.0001565616945230922,0.0,0.34346907345725414,0.34040215657606165,0.0,0.0,0.0,0.0,0.0,7.700331676589755e-06,0.08695652173913043,0.3666666666666667,0.8333333333333333,0.8181818181818182,0.0688384530586969,0.06883845305869692,0.05378646716911867,0.01264946882975347,0.008872088347825473,0.015860797083681166,0.0259139997121905
2013-10-12 03:00:00,0.0002480404552181719,0.695804921948012,0.34244286756882686,0.056443652205126114,0.0,0.0,0.0,0.0,0.0,7.700331676589755e-06,0.13043478260869565,0.3666666666666667,0.8333333333333333,0.8181818181818182,0.054832240595771034,0.054832240595771034,0.053547409172532937,0.011109124916168724,0.019112121669424605,0.014514309728294497,0.02316383881328811
2013-10-19 02:00:00,0.015920270971265145,0.7430688386757739,0.0,0.3717488233837009,0.0,0.0,0.0,0.0,0.0,7.700331676589755e-06,0.08695652173913043,0.6,0.8333333333333333,0.8181818181818182,0.04343197305665655,0.04343197305665657,0.045921011713486115,0.009088175958107165,0.008394916073760798,0.018377385245095395,0.015507132155663829
2013-10-19 03:00:00,0.01594056699399022,0.48696210661528605,0.11444421136051056,0.34185642922018944,0.0,0.0,0.0,0.0,0.0,7.700331676589755e-06,0.13043478260869565,0.6,0.8333333333333333,0.8181818181818182,0.04893041824958104,0.048930418249581054,0.04011967518982543,0.01680057572976506,0.010351423515697282,0.01700001988522794,0.015222578807688888
2013-10-19 04:00:00,0.016067668056475717,0.0,0.3230543318649044,0.3675898152176401,0.0,0.0,0.0,0.0,0.0,7.700331676589755e-06,0.17391304347826086,0.6,0.8333333333333333,0.8181818181818182,0.06920557456931078,0.06920557456931078,0.04903078677309011,0.012984469521989677,0.008822201510587508,0.01693440563221819,0.014590459896486468
2013-10-19 05:00:00,0.016203218279298364,0.7249487227298144,0.0,0.38828337874659385,0.0,0.0,0.0,0.0,0.0,7.700331676589755e-06,0.21739130434782608,0.6,0.8333333333333333,0.8181818181818182,0.04504285565882246,0.045042855658822475,0.04912993902136731,0.008992497753775995,0.010978428641756147,0.01612997205179418,0.014632493825118435
2013-10-19 06:00:00,0.016228645552905686,0.24861733018534976,0.2216086533887612,0.3435017461718539,0.0,0.0,0.0,0.0,0.0,7.700331676589755e-06,0.2608695652173913,0.6,0.8333333333333333,0.8181818181818182,0.05818691065818629,0.05818691065818629,0.040438988432935974,0.015627556805550072,0.010127468805931877,0.015070783687614438,0.014121454599044493
2013-10-19 07:00:00,0.01634468501109423,0.0,0.31493933070561847,0.39043453319948385,0.0,0.0,0.0,0.0,0.0,7.700331676589755e-06,0.30434782608695654,0.6,0.8333333333333333,0.8181818181818182,0.07099850368876247,0.07099850368876248,0.04954742217200833,0.011439969111108948,0.008779387618598877,0.01522491036096403,0.01354116083258284
2013-10-19 08:00:00,0.016485850049806704,0.7262743037309509,0.0,0.4054681694327468,0.0,0.0,0.0,0.0,0.0,7.700331676589755e-06,0.34782608695652173,0.6,0.8333333333333333,0.8181818181818182,0.04744178196975127,0.04744178196975127,0.052465060099783176,0.009217244095755004,0.0017490305288644127,0.015631225827706815,0.016001089347190675
2013-10-19 09:00:00,0.016506133109888584,0.23868703550784326,0.2597206283394414,0.3487423579786138,0.0,0.0,0.0,0.0,0.0,7.700331676589755e-06,0.3913043478260869,0.6,0.8333333333333333,0.8181818181818182,0.06480618668463622,0.06480618668463624,0.041456054932012,0.01622004292657861,0.0,0.015958051494652733,0.01811146997797123
2013-10-19 10:00:00,0.01667165971134299,0.0,0.3922125905925819,0.3368638481146172,0.0,0.0,0.0,0.0,0.0,7.700331676589755e-06,0.43478260869565216,0.6,0.8333333333333333,0.8181818181818182,0.0763596166666254,0.07635961666662541,0.06514142788832901,0.011916543811091852,0.00706801838467445,0.016116087832883614,0.018001574417649144
2013-10-19 11:00:00,0.016749497405047404,0.6383503779457528,0.3591296735569863,0.1865273265562775,0.0,0.0,0.0,0.0,0.0,7.700331676589755e-06,0.4782608695652174,0.6,0.8333333333333333,0.8181818181818182,0.07330567367197209,0.0733056736719721,0.05743465485483734,0.009447691481306402,0.0004148021760680201,0.012355386592497627,0.0197922464285209
2013-10-19 12:00:00,0.016776284101027727,0.3927029750225374,0.3294534481132709,0.3149763767717418,0.0,0.0,0.0,0.0,0.0,7.700331676589755e-06,0.5217391304347826,0.6,0.8333333333333333,0.8181818181818182,0.07717555101040255,0.07717555101040255,0.050521481698450735,0.010736217001551578,0.0016559071519362547,0.01391917420994519,0.0219053853723225
2013-10-19 13:00:00,0.016937653821003075,0.0,0.3383919460414643,0.3462857340784188,0.0,0.0,0.0,0.0,0.0,7.700331676589755e-06,0.5652173913043478,0.6,0.8333333333333333,0.8181818181818182,0.06880962976892661,0.06880962976892663,0.05260373383839363,0.014196847012447729,0.006241705156022227,0.013310673577143502,0.021839950945512943
2013-10-19 14:00:00,0.017025172137769454,0.7755859169732001,0.33400080096115325,0.0,0.0,0.0,0.0,0.0,0.0,7.700331676589755e-06,0.6086956521739131,0.6,0.8333333333333333,0.8181818181818182,0.04859113963493386,0.048591139634933875,0.05158080232196541,0.008560380490016185,0.000959390903152565,0.013591088385447328,0.02356914566863179
2013-10-19 15:00:00,0.017092099376875388,0.05232339914420797,0.33154070599004487,0.33513659365158,0.0,0.0,0.0,0.0,0.0,7.700331676589755e-06,0.6521739130434783,0.6,0.8333333333333333,0.8181818181818182,0.06804001121534493,0.06804001121534495,0.051007715203838344,0.01114511574070805,0.0033070559395009446,0.010072870400156503,0.024330663389831225
2013-10-19 16:00:00,0.017200721925220534,0.0,0.31788380798742505,0.3664082588172084,0.0,0.0,0.0,0.0,0.0,7.700331676589755e-06,0.6956521739130435,0.6,0.8333333333333333,0.8181818181818182,0.06819474101819231,0.06819474101819234,0.047826296433102614,0.009066608324395499,0.0033448073676927087,0.011868282331363195,0.025469039676154638
2013-10-19 17:00:00,0.017289575699844337,0.799814203137903,0.2955212922173273,0.0,0.0,0.0,0.0,0.0,0.0,7.700331676589755e-06,0.7391304347826086,0.6,0.8333333333333333,0.8181818181818182,0.043142553396032124,0.04314255339603214,0.04261687571265681,0.011178436502740974,0.013810345439767103,0.012122480948629704,0.024050286275626505
2013-10-19 18:00:00,0.017363464908917388,0.0,0.3408734676368193,0.34548839665676767,0.0,0.0,0.0,0.0,0.0,7.700331676589755e-06,0.7826086956521738,0.6,0.8333333333333333,0.8181818181818182,0.06910808309135807,0.06910808309135809,0.05318181235826938,0.011515786229632357,0.013654884589511432,0.013728345922120508,0.022650766899067247
2013-10-26 03:00:00,0.03174442151702597,0.0,0.3484181017220665,0.3607935193212784,0.0,0.0,0.0,0.0,0.0,7.700331676589755e-06,0.13043478260869565,0.8333333333333334,0.8333333333333333,0.8181818181818182,0.07244124951157738,0.07244124951157739,0.05493935938633779,0.01137778175991437,0.009696622886988554,0.01602524463003907,0.1457206455549197
2013-10-26 04:00:00,0.031820571376647344,0.263199342419259,0.3397593932290612,0.21968664850136216,0.0,0.0,0.0,0.0,0.0,7.700331676589755e-06,0.17391304347826086,0.8333333333333334,0.8333333333333333,0.8181818181818182,0.061174635240761124,0.06117463524076114,0.052922285104557876,0.011786532436285645,0.008254461026879073,0.013842242794355121,0.14561688823669733
