Time,Aggregate
2013-10-12 01:00:00,0.0081604925907929
2013-10-12 02:00:00,0.0072438048263022
2013-10-12 03:00:00,0.0074704611629315
2013-10-19 02:00:00,0.0106308947333104
2013-10-19 03:00:00,0.008359857831867
2013-10-19 04:00:00,0.0059841600128017
2013-10-19 05:00:00,0.0099328090098167
2013-10-19 06:00:00,0.0074406964573073
2013-10-19 07:00:00,0.0061179108070167
2013-10-19 08:00:00,0.0102854086942037
2013-10-19 09:00:00,0.0077243150651307
2013-10-19 10:00:00,0.0062550543999707
2013-10-19 11:00:00,0.007021880281013
2013-10-19 12:00:00,0.0090813665817282
2013-10-19 13:00:00,0.0057269988652032
2013-10-19 14:00:00,0.0072652236459555
2013-10-19 15:00:00,0.0060282646135387
2013-10-19 16:00:00,0.0072850534609661
2013-10-19 17:00:00,0.0074858166569435
2013-10-19 18:00:00,0.0074218307688223
2013-10-26 03:00:00,0.0076469428396956
2013-10-26 04:00:00,0.0072409099170273
2013-10-28 00:00:00,0.0076336720803667
2013-10-28 01:00:00,0.011865966287283
2013-10-28 02:00:00,0.0078783266013122
2013-10-28 03:00:00,0.0086751606692452
2013-10-28 04:00:00,0.0086250542456241
2013-10-30 02:00:00,0.0106547636024832
2013-10-30 03:00:00,0.0075945598475384
2013-10-30 04:00:00,0.0075114184503816
2013-10-30 05:00:00,0.0078842998429034
2013-10-30 06:00:00,0.0083377180223701
2013-10-30 07:00:00,0.0105159742947703
2013-10-30 08:00:00,0.0200431713951968
2013-10-30 09:00:00,0.0571835170102713
2013-10-30 10:00:00,0.0787134698621912
2013-10-30 11:00:00,0.1178434618619777
2013-10-30 12:00:00,0.0507329036187708
2013-10-30 13:00:00,0.082024972150822
2013-10-30 14:00:00,0.0769172218398314
2013-10-30 15:00:00,0.025128670916223
2013-10-30 16:00:00,0.0301995164875788
2013-10-30 17:00:00,0.0389092945725377
2013-10-30 18:00:00,0.0404246551461942
2013-10-30 19:00:00,0.0461211945506786
2013-10-30 20:00:00,0.0421278803167997
2013-10-30 21:00:00,0.0453433697974833
2013-10-30 22:00:00,0.0534481118358176
2013-10-30 23:00:00,0.0275284493348504
2013-10-31 00:00:00,0.0103401442426094
2013-10-31 01:00:00,0.0082567252713488
2013-10-31 02:00:00,0.0079788319152329
2013-10-31 03:00:00,0.0084239188893463
2013-10-31 04:00:00,0.130441295142715
2013-10-31 05:00:00,0.0144526289877593
2013-10-31 06:00:00,0.0145650251190537
2013-10-31 07:00:00,0.2614228859042977
2013-10-31 08:00:00,0.0078147664205197
2013-10-31 09:00:00,0.0101957293393717
2013-10-31 10:00:00,0.0050669087748985
2013-10-31 11:00:00,0.0057532015455492
2013-10-31 12:00:00,0.048058581466634
2013-10-31 13:00:00,0.0313029846168122
2013-10-31 14:00:00,0.0580530603648389
2013-10-31 15:00:00,0.0083342830587914
2013-10-31 16:00:00,0.0140052986847522
2013-10-31 17:00:00,0.0188137848419649
2013-10-31 18:00:00,0.1038286134099253
2013-10-31 19:00:00,0.0793525085803481
2013-10-31 20:00:00,0.0480128228764642
2013-10-31 21:00:00,0.0421201554484861
2013-10-31 22:00:00,0.0540536151300005
2013-11-02 02:00:00,0.0102222034523495
2013-11-02 03:00:00,0.0059937860169308
2013-11-02 04:00:00,0.0084114303726334
2013-11-04 03:00:00,0.0055064617949878
2013-11-04 04:00:00,0.0088861847501745
2013-11-04 05:00:00,0.0118148005844672
2013-11-04 06:00:00,0.0076404991386798
2013-11-04 07:00:00,0.0152066671601385
2013-11-04 08:00:00,0.0175679971217364
2013-11-04 09:00:00,0.0680201053819972
2013-11-04 10:00:00,0.099786762666482
2013-11-04 11:00:00,0.1121017516205163
2013-11-04 12:00:00,0.1039373449960784
2013-11-04 13:00:00,0.1033052831437146
2013-11-04 14:00:00,0.0549324399551311
2013-11-04 15:00:00,0.0286207655634265
2013-11-04 16:00:00,0.0219518886536469
2013-11-04 17:00:00,0.0310458853071322
2013-11-04 18:00:00,0.0325673777878757
2013-11-04 19:00:00,0.0364750213250403
2013-11-04 20:00:00,0.0350784780284134
2013-11-04 21:00:00,0.0365888189318412
2013-11-04 22:00:00,0.088096870061665
2013-11-04 23:00:00,0.0109849271458532
2013-11-05 00:00:00,0.0114498715435481
2013-11-05 01:00:00,0.008599545334682
2013-11-05 02:00:00,0.0096541658698565
2013-11-05 03:00:00,0.007170540212426
2013-11-05 04:00:00,0.0079370032743624
2013-11-05 05:00:00,0.0101712353807947
2013-11-05 06:00:00,0.0084941523284976
2013-11-05 07:00:00,0.1896816889439484
2013-11-05 08:00:00,0.0284254305018872
2013-11-05 09:00:00,0.0138098125896476
2013-11-05 10:00:00,0.0024194285452338
2013-11-05 11:00:00,0.0462137876825813
2013-11-05 12:00:00,0.0500722100193734
2013-11-05 13:00:00,0.0234157484937038
2013-11-05 14:00:00,0.0172053405213346
2013-11-05 15:00:00,0.0160837635450683
2013-11-05 16:00:00,0.0265363966999549
2013-11-05 17:00:00,0.0433287034058108
2013-11-05 18:00:00,0.0409461418272794
2013-11-05 19:00:00,0.0410063305107063
2013-11-12 13:00:00,0.1031586716962096
2013-11-12 14:00:00,0.0470453317097429
2013-11-12 15:00:00,0.0065570997785665
2013-11-12 16:00:00,0.0188895594209664
2013-11-12 17:00:00,0.0223260477549253
2013-11-12 18:00:00,0.037854020686495
2013-11-12 19:00:00,0.0369798331460236
2013-11-12 20:00:00,0.0376656280479812
2013-11-12 21:00:00,0.0379001393032927
2013-11-12 22:00:00,0.0391363107535536
2013-11-12 23:00:00,0.0372516803264669
2013-11-13 00:00:00,0.0869559304329334
2013-11-13 01:00:00,0.1186279258766376
2013-11-13 02:00:00,0.1119228275889638
2013-11-13 03:00:00,0.1084932865057268
2013-11-13 04:00:00,0.1006086362468058
2013-11-13 05:00:00,0.0867111148056681
2013-11-13 06:00:00,0.0436271192668812
2013-11-13 07:00:00,0.0436351262536616
2013-11-13 08:00:00,0.0239334089372061
2013-11-13 09:00:00,0.0099823374243881
2013-11-13 10:00:00,0.0185422223502226
2013-11-13 11:00:00,0.0464141890613755
2013-11-13 12:00:00,0.042716034864949
2013-11-13 13:00:00,0.1090015724981982
2013-11-13 14:00:00,0.0318490980059192
2013-11-13 15:00:00,0.0129683629860822
2013-11-13 16:00:00,0.0173115422474612
2013-11-13 17:00:00,0.0426746908291341
2013-11-14 19:00:00,0.0382355685240996
2013-11-14 20:00:00,0.040378298695513
